"word"	"syll_seq"	"syll_text"	"syll_dscr"
"yfnCh^Dik-qy-rfnz"	"8"	"z"	"repetition"
"yfnCh^ik-qv"	"1"	"yfn"	"handshape"
"yfnCh^ik-qv"	"2"	"Ch^"	"location"
"yfnCh^ik-qv"	"3"	"ik"	"palm_facing"
"yfnCh^ik-qv"	"4"	"-"	"syllable_separator"
"yfnCh^ik-qv"	"5"	"qv"	"movement"
"yfnCKDM-qe-rfnz"	"1"	"yfn"	"handshape"
"yfnCKDM-qe-rfnz"	"2"	"CKD"	"location"
"yfnCKDM-qe-rfnz"	"3"	"M"	"palm_facing"
"yfnCKDM-qe-rfnz"	"4"	"-"	"syllable_separator"
"yfnCKDM-qe-rfnz"	"5"	"qe"	"movement"
"yfnCKDM-qe-rfnz"	"6"	"-"	"syllable_separator"
"yfnCKDM-qe-rfnz"	"7"	"rfn"	"handshape"
"yfnCKDM-qe-rfnz"	"8"	"z"	"repetition"
"yfnCKDM-qo-Uz"	"1"	"yfn"	"handshape"
"yfnCKDM-qo-Uz"	"2"	"CKD"	"location"
"yfnCKDM-qo-Uz"	"3"	"M"	"palm_facing"
"yfnCKDM-qo-Uz"	"4"	"-"	"syllable_separator"
"yfnCKDM-qo-Uz"	"5"	"qo"	"movement"
"yfnCKDM-qo-Uz"	"6"	"-"	"syllable_separator"
"yfnCKDM-qo-Uz"	"7"	"U"	"palm_facing"
"yfnCKDM-qo-Uz"	"8"	"z"	"repetition"
"yfnCKhvDiM-qy"	"1"	"yfn"	"handshape"
"yfnCKhvDiM-qy"	"2"	"CKhvD"	"location"
"yfnCKhvDiM-qy"	"3"	"iM"	"palm_facing"
"yfnCKhvDiM-qy"	"4"	"-"	"syllable_separator"
"yfnCKhvDiM-qy"	"5"	"qy"	"movement"
"yfnCKhvDiM-qyz"	"1"	"yfn"	"handshape"
"yfnCKhvDiM-qyz"	"2"	"CKhvD"	"location"
"yfnCKhvDiM-qyz"	"3"	"iM"	"palm_facing"
"yfnCKhvDiM-qyz"	"4"	"-"	"syllable_separator"
"yfnCKhvDiM-qyz"	"5"	"qy"	"movement"
"yfnCKhvDiM-qyz"	"6"	"z"	"repetition"
"yfnCKU-Dzhv"	"1"	"yfn"	"handshape"
"yfnCKU-Dzhv"	"2"	"CK"	"location"
"yfnCKU-Dzhv"	"3"	"U"	"palm_facing"
"yfnCKU-Dzhv"	"4"	"-"	"syllable_separator"
"yfnCKU-Dzhv"	"5"	"D"	"movement"
"yfnCKU-Dzhv"	"6"	"zhv"	"repetition"
"yfnik-qe"	"1"	"yfn"	"handshape"
"yfnik-qe"	"2"	"ik"	"palm_facing"
"yfnik-qe"	"3"	"-"	"syllable_separator"
"yfnik-qe"	"4"	"qe"	"movement"
"yfniU-qe-rfnz"	"1"	"yfn"	"handshape"
"yfniU-qe-rfnz"	"2"	"iU"	"palm_facing"
"yfniU-qe-rfnz"	"3"	"-"	"syllable_separator"
"yfniU-qe-rfnz"	"4"	"qe"	"movement"
"yfniU-qe-rfnz"	"5"	"-"	"syllable_separator"
"yfniU-qe-rfnz"	"6"	"rfn"	"handshape"
"yfniU-qe-rfnz"	"7"	"z"	"repetition"
"yfniU-qe-rfnzqkv"	"1"	"yfn"	"handshape"
"yfniU-qe-rfnzqkv"	"2"	"iU"	"palm_facing"
"yfniU-qe-rfnzqkv"	"3"	"-"	"syllable_separator"
"yfniU-qe-rfnzqkv"	"4"	"qe"	"movement"
"yfniU-qe-rfnzqkv"	"5"	"-"	"syllable_separator"
"yfniU-qe-rfnzqkv"	"6"	"rfn"	"handshape"
"yfniU-qe-rfnzqkv"	"7"	"zqkv"	"repetition"
"yfniU-qoz"	"1"	"yfn"	"handshape"
"yfniU-qoz"	"2"	"iU"	"palm_facing"
"yfniU-qoz"	"3"	"-"	"syllable_separator"
"yfniU-qoz"	"4"	"qo"	"movement"
"yfniU-qoz"	"5"	"z"	"repetition"
"yfnKDiM-qe-rfnz"	"1"	"yfn"	"handshape"
"yfnKDiM-qe-rfnz"	"2"	"KD"	"location"
"yfnKDiM-qe-rfnz"	"3"	"iM"	"palm_facing"
"yfnKDiM-qe-rfnz"	"4"	"-"	"syllable_separator"
"yfnKDiM-qe-rfnz"	"5"	"qe"	"movement"
"yfnKDiM-qe-rfnz"	"6"	"-"	"syllable_separator"
"yfnKDiM-qe-rfnz"	"7"	"rfn"	"handshape"
"yfnKDiM-qe-rfnz"	"8"	"z"	"repetition"
"yfnKDU-hvry"	"1"	"yfn"	"handshape"
"yfnKDU-hvry"	"2"	"KD"	"location"
"yfnKDU-hvry"	"3"	"U"	"palm_facing"
"yfnKDU-hvry"	"4"	"-"	"syllable_separator"
"yfnKDU-hvry"	"5"	"hvry"	"movement"
"yfnKM-Dz"	"1"	"yfn"	"handshape"
"yfnKM-Dz"	"2"	"K"	"location"
"yfnKM-Dz"	"3"	"M"	"palm_facing"
"yfnKM-Dz"	"4"	"-"	"syllable_separator"
"yfnKM-Dz"	"5"	"D"	"movement"
"yfnKM-Dz"	"6"	"z"	"repetition"
"yfnM-qe"	"1"	"yfn"	"handshape"
"yfnM-qe"	"2"	"M"	"palm_facing"
"yfnM-qe"	"3"	"-"	"syllable_separator"
"yfnM-qe"	"4"	"qe"	"movement"
"yfnM-qy-hv-U"	"1"	"yfn"	"handshape"
"yfnM-qy-hv-U"	"2"	"M"	"palm_facing"
"yfnM-qy-hv-U"	"3"	"-"	"syllable_separator"
"yfnM-qy-hv-U"	"4"	"qy"	"movement"
"yfnM-qy-hv-U"	"5"	"-"	"syllable_separator"
"yfnM-qy-hv-U"	"6"	"hv"	"movement"
"yfnM-qy-hv-U"	"7"	"-"	"syllable_separator"
"yfnM-qy-hv-U"	"8"	"U"	"palm_facing"
"yfnU-qe"	"1"	"yfn"	"handshape"
"yfnU-qe"	"2"	"U"	"palm_facing"
"yfnU-qe"	"3"	"-"	"syllable_separator"
"yfnU-qe"	"4"	"qe"	"movement"
"yfU-dkvhyv"	"1"	"yf"	"handshape"
"yfU-dkvhyv"	"2"	"U"	"palm_facing"
"yfU-dkvhyv"	"3"	"-"	"syllable_separator"
"yfU-dkvhyv"	"4"	"dkvhyv"	"movement"
"yfuik-qy-rf"	"1"	"yfu"	"handshape"
"yfuik-qy-rf"	"2"	"ik"	"palm_facing"
"yfuik-qy-rf"	"3"	"-"	"syllable_separator"
"yfuik-qy-rf"	"4"	"qy"	"movement"
"yfuik-qy-rf"	"5"	"-"	"syllable_separator"
"yfuik-qy-rf"	"6"	"rf"	"handshape"
"yfuiU-pqv"	"1"	"yfu"	"handshape"
"yfuiU-pqv"	"2"	"iU"	"palm_facing"
"yfuiU-pqv"	"3"	"-"	"syllable_separator"
"yfuiU-pqv"	"4"	"pqv"	"movement"
"yfuiU-qv"	"1"	"yfu"	"handshape"
"yfuiU-qv"	"2"	"iU"	"palm_facing"
"yfuiU-qv"	"3"	"-"	"syllable_separator"
"yfuiU-qv"	"4"	"qv"	"movement"
"yfuM-qe"	"1"	"yfu"	"handshape"
"yfuM-qe"	"2"	"M"	"palm_facing"
"yfuM-qe"	"3"	"-"	"syllable_separator"
"yfuM-qe"	"4"	"qe"	"movement"
"yfuU-pqD-cf"	"1"	"yfu"	"handshape"
"yfuU-pqD-cf"	"2"	"U"	"palm_facing"
"yfuU-pqD-cf"	"3"	"-"	"syllable_separator"
"yfuU-pqD-cf"	"4"	"pqD"	"movement"
"yfuU-pqD-cf"	"5"	"-"	"syllable_separator"
"yfuU-pqD-cf"	"6"	"cf"	"handshape"
"yfWDik-q^"	"1"	"yf"	"handshape"
"yfWDik-q^"	"2"	"WD"	"location"
"yfWDik-q^"	"3"	"ik"	"palm_facing"
"yfWDik-q^"	"4"	"-"	"syllable_separator"
"yfWDik-q^"	"5"	"q^"	"movement"
"yfWDik-q^-rf"	"1"	"yf"	"handshape"
"yfWDik-q^-rf"	"2"	"WD"	"location"
"yfWDik-q^-rf"	"3"	"ik"	"palm_facing"
"yfWDik-q^-rf"	"4"	"-"	"syllable_separator"
"yfWDik-q^-rf"	"5"	"q^"	"movement"
"yfWDik-q^-rf"	"6"	"-"	"syllable_separator"
"yfWDik-q^-rf"	"7"	"rf"	"handshape"
"yfWDik-qe-rfz"	"1"	"yf"	"handshape"
"yfWDik-qe-rfz"	"2"	"WD"	"location"
"yfWDik-qe-rfz"	"3"	"ik"	"palm_facing"
"yfWDik-qe-rfz"	"4"	"-"	"syllable_separator"
"yfWDik-qe-rfz"	"5"	"qe"	"movement"
"yfWDik-qe-rfz"	"6"	"-"	"syllable_separator"
"yfWDik-qe-rfz"	"7"	"rf"	"handshape"
"yfWDik-qe-rfz"	"8"	"z"	"repetition"
"yfWiU-D"	"1"	"yf"	"handshape"
"yfWiU-D"	"2"	"W"	"location"
"yfWiU-D"	"3"	"iU"	"palm_facing"
"yfWiU-D"	"4"	"-"	"syllable_separator"
"yfWiU-D"	"5"	"D"	"movement"
"yfWiU-Dz"	"1"	"yf"	"handshape"
"yfWiU-Dz"	"2"	"W"	"location"
"yfWiU-Dz"	"3"	"iU"	"palm_facing"
"yfWiU-Dz"	"4"	"-"	"syllable_separator"
"yfWiU-Dz"	"5"	"D"	"movement"
"yfWiU-Dz"	"6"	"z"	"repetition"
"yfWM-qo-ikz"	"1"	"yf"	"handshape"
"yfWM-qo-ikz"	"2"	"W"	"location"
"yfWM-qo-ikz"	"3"	"M"	"palm_facing"
"yfWM-qo-ikz"	"4"	"-"	"syllable_separator"
"yfWM-qo-ikz"	"5"	"qo"	"movement"
"yfWM-qo-ikz"	"6"	"-"	"syllable_separator"
"yfWM-qo-ikz"	"7"	"ik"	"palm_facing"
"yfWM-qo-ikz"	"8"	"z"	"repetition"
"ylflM-qe"	"1"	"ylfl"	"handshape"
"ylflM-qe"	"2"	"M"	"palm_facing"
"ylflM-qe"	"3"	"-"	"syllable_separator"
"ylflM-qe"	"4"	"qe"	"movement"
"ynDU-h^"	"1"	"yn"	"handshape"
"ynDU-h^"	"2"	"D"	"location"
"ynDU-h^"	"3"	"U"	"palm_facing"
"ynDU-h^"	"4"	"-"	"syllable_separator"
"ynDU-h^"	"5"	"h^"	"movement"
"ynikTqk-h^"	"1"	"yn"	"handshape"
"ynikTqk-h^"	"2"	"ik"	"palm_facing"
"ynikTqk-h^"	"3"	"Tqk"	"hand_offset"
"ynikTqk-h^"	"4"	"-"	"syllable_separator"
"ynikTqk-h^"	"5"	"h^"	"movement"
